MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
3.5156,39.0,5.954545454545454,1.0,288.0,2.1818181818181817,,-122.14
2.983,45.0,5.633064516129032,1.0201612903225807,555.0,,37.72,-122.14
3.524,45.0,5.213963963963964,1.0157657657657655,,2.265765765765766,,-122.13
3.1103,44.0,4.661849710982659,0.9797687861271676,776.0,2.2427745664739884,37.71,-122.13
3.5781,44.0,5.262962962962963,1.1037037037037036,609.0,2.2555555555555555,37.71,-122.13
3.1682,18.0,4.273668639053255,1.128698224852071,,,37.71,-122.15
2.6101,27.0,,1.097591888466413,,1.7287705956907478,37.71,-122.14
3.6932,18.0,3.7404214559386975,0.96455938697318,2197.0,2.1044061302682,37.71,-122.14
3.4583,43.0,5.599264705882353,1.0238970588235294,1333.0,2.450367647058824,37.7,-122.13
3.9032,19.0,5.001422475106685,1.0099573257467995,1810.0,2.574679943100996,37.7,-122.13
4.0208,36.0,5.453551912568306,0.9726775956284152,531.0,2.901639344262295,37.71,
3.5547,36.0,5.609195402298851,0.9348659003831418,672.0,2.574712643678161,,-122.15
4.5859,17.0,4.433333333333334,,695.0,2.106060606060606,37.7,-122.14
2.6321,21.0,4.132264529058117,1.056112224448898,2162.0,2.1663326653306614,37.7,-122.13
3.395,17.0,3.701399688958009,1.1959564541213064,1216.0,1.8911353032659408,37.69,-122.13
3.9702,36.0,5.297071129707113,0.9539748953974896,606.0,2.5355648535564854,37.7,-122.14
5.0043,36.0,5.907651715039578,1.0316622691292876,1203.0,3.174142480211082,37.7,-122.16
4.4659,38.0,5.219269102990033,1.053156146179402,874.0,2.903654485049834,37.69,-122.14
3.6625,38.0,5.612612612612613,0.9954954954954957,637.0,2.869369369369369,37.69,-122.15
3.8864,36.0,5.438405797101449,1.039855072463768,703.0,2.5471014492753623,37.69,-122.15
3.4583,36.0,6.4104803493449785,1.100436681222707,733.0,3.200873362445414,37.7,
3.7813,36.0,4.9035087719298245,0.9605263157894736,625.0,2.741228070175439,37.69,-122.16
2.9917,36.0,4.875555555555556,0.9244444444444444,568.0,2.5244444444444443,37.7,-122.16
4.4375,36.0,5.527331189710611,0.9742765273311896,,2.688102893890675,37.7,-122.16
4.0,24.0,4.848066298342541,1.0082872928176796,952.0,2.6298342541436464,37.7,-122.17
2.3869,16.0,4.792613636363637,0.9886363636363636,568.0,1.6136363636363635,37.68,-122.16
4.7609,24.0,,1.0683060109289615,1125.0,3.0737704918032787,37.69,-122.17
5.4858,5.0,5.204488778054863,1.0149625935162094,840.0,2.0947630922693268,37.68,-122.18
4.3971,36.0,5.229681978798586,0.9823321554770318,,2.812720848056537,37.69,-122.16
4.0109,36.0,5.786516853932584,1.0224719101123596,863.0,3.2322097378277155,37.69,-122.15
4.3864,35.0,5.415637860082304,0.9197530864197532,,2.7757201646090537,37.68,-122.15
4.2841,30.0,5.903394255874674,1.156657963446475,929.0,2.425587467362924,37.68,
5.1312,39.0,4.985074626865671,0.9194029850746268,957.0,2.856716417910448,37.69,-122.15
2.9958,37.0,3.857657657657658,0.963963963963964,1093.0,1.9693693693693692,37.69,-122.14
3.6364,27.0,,1.0098846787479407,1489.0,2.4530477759472817,37.68,
2.7955,,5.070063694267516,1.1401273885350318,1561.0,2.4856687898089174,37.68,-122.14
2.9507,44.0,4.82680412371134,1.0309278350515465,1256.0,2.5896907216494847,37.69,-122.1
3.4375,30.0,4.290322580645161,0.96415770609319,695.0,2.4910394265232974,37.69,-122.12
2.875,34.0,4.772151898734177,1.1729957805907174,560.0,2.3628691983122363,37.69,-122.13
3.0345,38.0,4.027681660899654,0.9826989619377162,632.0,2.186851211072665,37.71,-122.12
2.679,41.0,4.66,1.0493333333333332,1849.0,2.465333333333333,,-122.12
2.9922,17.0,4.62453531598513,1.1468401486988848,1287.0,2.392193308550186,37.7,
4.1042,35.0,5.001865671641791,0.9477611940298508,1580.0,2.9477611940298507,37.69,-122.12
2.5833,19.0,4.309153713298791,1.0967184801381693,1571.0,2.7132987910189983,37.7,-122.12
2.1552,23.0,3.8126410835214446,,828.0,1.8690744920993227,37.7,
2.3274,29.0,3.840236686390533,,835.0,2.470414201183432,37.7,-122.11
2.4206,19.0,,1.089779005524862,1765.0,2.4378453038674035,37.7,-122.11
3.9063,41.0,4.633540372670807,0.9006211180124224,387.0,2.4037267080745344,37.69,-122.1
2.6464,37.0,3.954692556634304,1.0533980582524272,1562.0,2.527508090614887,37.69,-122.11
3.4643,42.0,4.763754045307444,1.0032362459546926,768.0,2.4854368932038837,37.69,-122.11
2.3973,10.0,4.718220338983051,1.1864406779661016,1140.0,2.415254237288136,,-122.12
6.5,20.0,6.451612903225806,0.8064516129032258,83.0,2.677419354838709,37.69,-122.03
6.0574,32.0,7.502923976608187,1.1345029239766082,485.0,2.8362573099415203,37.64,-121.97
,6.0,4.267015706806283,1.029668411867365,1189.0,2.075043630017452,37.63,-122.02
4.7813,21.0,5.248995983935743,0.9477911646586346,586.0,2.353413654618474,37.63,-122.04
3.2829,5.0,4.779040404040404,1.181818181818182,2240.0,2.8282828282828283,37.63,-122.05
5.3169,10.0,5.769886363636363,1.0142045454545454,867.0,2.4630681818181817,,-122.04
6.2579,10.0,6.443322981366459,1.029503105590062,3827.0,2.9712732919254656,37.65,-122.04
5.1701,23.0,5.809891808346213,0.9884080370942812,3827.0,2.957496136012365,37.68,-122.05
3.25,36.0,4.211136890951276,0.988399071925754,1280.0,2.9698375870069604,37.68,-122.07
3.1796,30.0,5.126074498567335,1.1528175740210125,2667.0,2.5472779369627507,37.68,-122.06
2.4196,26.0,8.518248175182482,2.7007299270072997,253.0,1.8467153284671531,37.68,-122.08
2.6563,26.0,4.29489291598023,1.1235584843492588,1401.0,2.3080724876441514,37.68,
0.9637,29.0,3.2434210526315788,1.105263157894737,,1.5328947368421053,37.67,-122.08
2.3357,48.0,4.064935064935065,0.9902597402597404,673.0,2.185064935064935,37.67,-122.09
3.5114,41.0,4.401273885350318,1.124203821656051,704.0,2.242038216560509,37.68,-122.09
3.3125,43.0,4.166666666666667,0.9166666666666666,273.0,2.275,37.69,-122.09
2.4042,29.0,4.32037037037037,0.9962962962962963,1120.0,,37.68,-122.09
2.8322,41.0,3.927194860813704,0.9914346895074948,1105.0,2.366167023554604,37.68,-122.09
2.5156,43.0,4.829351535836177,1.187713310580205,569.0,,37.68,-122.09
3.4032,37.0,4.172839506172839,1.0555555555555556,691.0,2.132716049382716,37.68,-122.1
2.535,37.0,4.723214285714286,,1109.0,2.4754464285714284,37.68,-122.1
2.5772,37.0,4.2494623655913975,1.0344086021505376,1197.0,2.574193548387097,37.68,-122.11
3.0962,38.0,4.4475,1.0325,1061.0,2.6525,37.68,-122.1
2.9564,34.0,4.052048726467331,0.9933554817275748,2479.0,2.745293466223699,37.67,-122.1
3.125,31.0,4.863753213367609,1.1002570694087404,1162.0,2.987146529562982,37.68,-122.1
2.95,35.0,4.370535714285714,1.0803571428571428,1146.0,2.5580357142857144,37.68,-122.12
4.38,40.0,5.816479400749064,0.947565543071161,724.0,2.7116104868913857,37.68,-122.12
4.0417,37.0,6.432,1.0506666666666666,975.0,2.6,37.68,-122.12
3.8,36.0,5.702702702702703,1.0513513513513513,952.0,2.572972972972973,,-122.11
3.4839,45.0,5.461152882205514,1.005012531328321,1159.0,2.9047619047619047,37.68,-122.12
4.0588,45.0,5.822274881516588,1.0545023696682465,1129.0,2.675355450236967,37.68,-122.13
,44.0,5.3541147132169575,0.9950124688279302,1175.0,2.9301745635910224,37.68,-122.13
3.6,43.0,5.109756097560975,1.0365853658536586,924.0,2.817073170731707,37.68,-122.13
4.267,35.0,5.5315985130111525,0.9628252788104088,1424.0,2.646840148698885,37.68,-122.14
4.2386,,6.072,,1366.0,2.732,37.67,-122.14
5.5797,35.0,6.338461538461538,1.0205128205128204,1171.0,3.0025641025641026,37.67,-122.15
4.0682,36.0,6.1193415637860085,1.0246913580246917,641.0,2.6378600823045266,37.67,-122.14
3.1734,38.0,6.0602409638554215,1.0451807228915662,880.0,2.6506024096385543,37.67,-122.13
4.7933,,6.0,1.021543985637343,1635.0,2.9353680430879714,37.67,-122.14
4.8125,37.0,5.8121546961325965,0.9834254143646408,1495.0,2.753222836095764,37.67,-122.14
3.8676,40.0,5.514195583596215,1.003154574132492,914.0,2.883280757097792,37.67,-122.13
3.9395,33.0,4.9409221902017295,0.9812680115273776,1798.0,2.590778097982709,37.67,-122.12
3.2434,42.0,5.401503759398496,1.0571428571428572,1625.0,2.443609022556391,37.67,
3.0917,38.0,4.620535714285714,1.1026785714285714,599.0,2.674107142857143,37.67,-122.11
3.0645,32.0,4.307254623044097,1.1536273115220483,2037.0,2.8975817923186344,37.67,
2.7019,,4.03150912106136,1.086235489220564,1854.0,3.074626865671642,37.67,-122.09
3.1115,,4.328451882845188,1.0460251046025104,1408.0,2.9456066945606696,37.67,-122.09
3.4722,40.0,4.944649446494465,1.154981549815498,766.0,,,-122.09
2.2222,39.0,,0.9452554744525548,,2.645985401459854,37.66,-122.09
6.1104,,5.926470588235294,0.9352941176470588,1019.0,2.997058823529412,37.68,-122.05
4.2733,22.0,5.224764468371467,1.098250336473755,1830.0,,37.67,-122.06
3.2465,27.0,5.258116883116883,1.0892857142857142,1469.0,2.38474025974026,37.67,-122.07
3.2417,28.0,4.698717948717949,1.1842948717948718,1198.0,1.919871794871795,37.67,-122.07
3.875,38.0,5.340101522842639,1.0380710659898478,1039.0,2.637055837563452,37.67,-122.07
6.0501,29.0,7.0,1.037190082644628,690.0,2.851239669421488,37.67,-122.04
6.8233,,7.228915662650603,1.0096385542168675,1155.0,2.783132530120482,37.67,
6.3501,23.0,6.299479166666667,0.90625,1066.0,2.7760416666666665,37.66,-122.04
2.6719,28.0,3.884156729131176,1.039182282793867,1255.0,2.137989778534924,37.66,-122.07
3.875,21.0,4.828214971209213,1.1209213051823417,2461.0,,37.66,-122.07
2.5625,33.0,4.345505617977528,1.0449438202247192,1063.0,2.985955056179775,37.66,-122.08
3.016,31.0,4.45945945945946,1.0675675675675675,2181.0,2.9472972972972973,37.65,-122.07
2.7694,17.0,3.862971516551193,1.1077752117013089,3069.0,2.3625866050808315,37.65,-122.08
3.6818,35.0,4.847593582887701,1.0508021390374331,,2.9224598930481283,37.65,-122.08
2.1382,37.0,4.5697940503432495,0.9977116704805492,1349.0,3.0869565217391304,37.66,-122.08
3.7303,37.0,4.37378640776699,0.9271844660194176,599.0,2.907766990291262,37.66,-122.1
,35.0,4.604026845637584,0.953020134228188,480.0,3.221476510067114,37.66,-122.1
3.0489,33.0,4.361607142857143,1.0357142857142858,1293.0,2.8861607142857144,37.66,-122.1
2.8203,27.0,4.148264984227129,1.138801261829653,1414.0,2.230283911671924,37.65,-122.09
4.3897,35.0,6.141304347826087,1.0434782608695652,543.0,2.9510869565217392,37.65,-122.09
4.7143,35.0,6.103092783505154,1.0309278350515465,,2.948453608247423,37.65,-122.09
4.6875,34.0,5.857142857142857,1.0267857142857142,342.0,3.0535714285714284,37.66,-122.1
3.2091,29.0,4.218905472636816,1.066334991708126,2332.0,3.867330016583748,37.66,-122.11
,36.0,5.576923076923077,0.9615384615384616,768.0,3.282051282051282,37.66,-122.1
4.1302,36.0,5.869565217391305,1.05685618729097,913.0,3.0535117056856187,37.66,-122.11
3.09,35.0,4.421461897356143,1.0139968895800933,1726.0,2.684292379471229,37.66,-122.11
4.5417,25.0,5.065868263473054,0.9860279441117764,1185.0,2.3652694610778444,37.65,-122.1
4.6635,28.0,6.41726618705036,1.118705035971223,735.0,2.643884892086331,37.64,-122.1
4.4427,31.0,5.633228840125392,1.025078369905956,796.0,2.4952978056426334,37.65,-122.1
4.5303,36.0,5.0,0.926829268292683,252.0,3.073170731707317,37.65,-122.1
2.375,26.0,6.48,1.08,86.0,3.44,37.65,-122.12
3.8171,18.0,,1.0436793422404933,5613.0,2.884378211716341,37.63,-122.1
4.5281,35.0,5.055674518201285,0.9807280513918628,1727.0,3.698072805139186,37.61,-122.1
4.3456,19.0,4.7103825136612025,,407.0,2.2240437158469946,37.66,-122.13
3.4861,18.0,5.905994550408719,1.100817438692098,2041.0,2.7806539509536785,37.65,
5.2312,31.0,4.940199335548173,,854.0,2.8372093023255816,37.64,-122.11
,8.0,4.815013404825737,,1907.0,2.5563002680965146,37.64,-122.11
3.8875,40.0,5.6103896103896105,1.324675324675325,264.0,3.4285714285714284,37.64,-122.12
3.9167,34.0,5.85140562248996,0.9718875502008032,735.0,2.9518072289156625,37.63,-122.09
3.9063,,5.404109589041096,0.9726027397260274,836.0,2.863013698630137,37.64,-122.09
3.7895,29.0,5.323529411764706,1.0661764705882353,1377.0,3.375,37.63,-122.1
3.8,36.0,5.403225806451613,0.9879032258064516,789.0,3.181451612903226,37.64,-122.08
5.7309,36.0,4.938053097345133,0.8805309734513275,662.0,,37.64,-122.08
4.1141,36.0,6.955719557195572,1.132841328413284,853.0,3.1476014760147604,37.64,-122.09
5.2838,36.0,5.9,1.06,664.0,3.32,37.64,-122.09
3.3479,30.0,4.73225516621743,1.1257861635220126,4065.0,3.652291105121294,37.64,-122.08
3.142,23.0,4.538277511961723,1.0526315789473684,1109.0,2.65311004784689,37.64,-122.08
3.7614,31.0,4.145945945945946,0.9243243243243244,548.0,2.962162162162162,37.63,
4.25,33.0,4.6375838926174495,0.8523489932885906,431.0,2.8926174496644297,37.63,-122.08
3.9338,36.0,4.9125,0.83125,463.0,2.89375,37.64,-122.08
2.5158,22.0,4.006151742993849,1.036226930963773,5436.0,3.715652768284347,37.64,-122.07
2.4808,27.0,4.017316017316017,1.0432900432900434,2028.0,2.9264069264069263,37.63,-122.07
4.7083,,5.248259860788863,0.9976798143851509,2426.0,2.8143851508120648,37.64,-122.07
4.1652,37.0,5.205673758865248,1.0780141843971631,1038.0,3.6808510638297873,37.64,-122.06
3.5541,20.0,3.8488372093023258,1.0465116279069768,,1.9930232558139536,37.64,
3.8036,33.0,4.216494845360825,0.9828178694158076,848.0,2.9140893470790377,37.65,-122.06
3.8259,33.0,5.2727272727272725,1.1454545454545455,729.0,3.3136363636363635,37.64,-122.06
3.2331,33.0,,1.0817610062893082,369.0,2.320754716981132,37.63,-122.04
,35.0,5.92,1.0057142857142858,1001.0,2.86,37.62,-122.03
4.2468,32.0,5.624288425047438,1.0379506641366223,1472.0,2.793168880455408,37.62,-122.03
6.396,35.0,5.863636363636363,0.9829545454545454,453.0,,37.62,
,35.0,4.902985074626866,0.8805970149253731,328.0,2.4477611940298507,37.62,-122.04
3.2857,32.0,5.099337748344371,1.0728476821192052,793.0,2.6258278145695364,37.62,-122.04
3.8929,35.0,6.362745098039215,1.156862745098039,632.0,3.0980392156862746,37.62,-122.03
3.7262,36.0,5.01423487544484,0.9644128113879004,1002.0,3.565836298932384,37.61,-122.03
4.0125,37.0,5.738589211618257,1.074688796680498,808.0,3.3526970954356847,37.61,-122.03
4.1719,36.0,5.353488372093024,1.0046511627906978,727.0,3.3813953488372093,37.61,-122.04
4.2857,35.0,4.859459459459459,0.9675675675675676,455.0,2.45945945945946,37.62,-122.04
3.6458,37.0,5.182080924855492,,1534.0,4.433526011560693,37.63,-122.08
2.6875,17.0,4.5181818181818185,0.9418181818181818,1139.0,2.070909090909091,37.62,-122.08
3.7292,35.0,5.729970326409496,1.1157270029673592,1175.0,3.486646884272997,37.63,-122.07
,,5.141280353200883,1.0264900662251657,1401.0,3.0927152317880795,37.63,-122.07
3.8625,12.0,5.2063615205585725,1.0659425911559348,,2.6283941039565555,37.63,-122.06
3.3611,23.0,5.326923076923077,0.978021978021978,841.0,2.31043956043956,37.63,-122.06
2.8971,,4.678062678062678,0.9857549857549858,705.0,2.0085470085470085,37.61,-122.05
4.0326,34.0,5.22258064516129,0.9451612903225808,,3.703225806451613,37.63,-122.08
4.0682,35.0,4.831775700934579,1.0093457943925233,391.0,3.6542056074766354,37.63,-122.08
5.3644,36.0,6.305220883534137,1.1004016064257027,992.0,3.983935742971888,,
4.7019,35.0,4.991769547325103,0.9094650205761317,790.0,3.251028806584362,37.63,-122.09
5.64,27.0,5.833865814696486,0.987220447284345,1016.0,3.246006389776358,37.62,-122.08
3.7931,26.0,,1.121518987341772,1039.0,2.630379746835443,37.61,-122.08
,9.0,5.21479374110953,1.0113798008534851,2341.0,3.330014224751067,37.61,-121.99
3.694,36.0,4.831360946745562,1.0207100591715976,1382.0,4.088757396449704,37.6,-122.02
2.652,31.0,,1.194508009153318,1858.0,4.251716247139588,37.6,-122.02
3.5,32.0,4.316666666666666,0.9333333333333332,1156.0,3.8533333333333335,,-122.02
3.2386,32.0,3.948170731707317,0.899390243902439,1097.0,3.3445121951219514,37.6,-122.02
5.097,,,1.126865671641791,831.0,3.1007462686567164,37.61,-122.03
4.3875,17.0,5.504983388704319,1.0598006644518272,1873.0,3.111295681063123,37.6,-122.04
4.625,22.0,5.85408560311284,0.9669260700389104,1640.0,,37.6,-122.06
5.0406,6.0,6.016166281755196,1.094688221709007,1568.0,3.621247113163972,37.61,-122.08
5.8704,17.0,6.314565483476132,1.018359853121175,3174.0,3.884944920440637,37.6,-122.06
5.3226,18.0,5.567741935483871,0.8903225806451613,1186.0,3.825806451612903,37.6,-122.06
,16.0,5.115492957746479,1.028169014084507,1367.0,3.850704225352113,37.59,-122.08
,13.0,4.882575757575758,1.043560606060606,1680.0,3.1818181818181817,37.59,-122.07
5.5218,15.0,6.282926829268293,1.0195121951219512,1657.0,4.041463414634146,,-122.08
6.5116,16.0,6.157303370786517,0.9400749063670412,1033.0,3.8689138576779034,37.58,-122.07
6.0661,16.0,5.992537313432836,0.8955223880597015,1117.0,4.167910447761194,37.58,-122.07
6.0074,16.0,6.862704918032787,1.1147540983606556,2003.0,4.104508196721311,37.58,-122.08
4.6211,15.0,5.3215926493108725,1.0505359877488514,2568.0,3.932618683001532,37.59,-122.07
5.225,16.0,5.502906976744186,0.9825581395348836,1461.0,4.247093023255814,37.58,-122.07
5.3428,14.0,6.326007326007326,1.1062271062271063,1116.0,4.087912087912088,37.59,-122.04
3.7462,15.0,,0.999215070643642,3163.0,2.4827315541601256,37.59,-122.05
4.5721,24.0,,0.9845758354755784,1488.0,3.8251928020565553,37.6,-122.03
3.6923,18.0,3.652037617554859,1.0438871473354232,855.0,2.6802507836990594,37.59,-122.02
4.6786,16.0,5.350061199510404,1.08812729498164,2530.0,3.0966952264381886,37.59,-122.03
2.875,2.0,5.624161073825503,1.9798657718120805,240.0,1.610738255033557,37.59,-122.01
3.3617,15.0,4.1923076923076925,1.043956043956044,2097.0,2.880494505494505,37.58,-122.02
5.7579,,5.981969486823855,0.9944521497919556,2629.0,3.6463245492371703,37.58,-122.01
2.9706,36.0,4.184782608695652,1.0217391304347827,295.0,3.2065217391304346,37.6,
3.9022,10.0,4.850318471337579,1.0796178343949046,2056.0,,37.6,-122.08
4.6146,21.0,5.503168567807351,0.9923954372623576,2172.0,2.752851711026616,37.57,-121.97
5.7192,15.0,6.395348837209302,1.0679785330948122,1777.0,3.178890876565295,,-121.96
3.6832,20.0,4.231794871794872,,2079.0,2.1323076923076925,37.58,-121.98
6.2073,31.0,5.934020618556701,0.9855670103092784,1276.0,2.6309278350515464,37.58,-121.99
5.8151,6.0,6.402616279069767,,2071.0,3.010174418604651,,-122.0
5.8322,14.0,5.689848963821566,1.051282051282051,8117.0,2.8510713031260977,37.57,-122.01
5.6277,14.0,5.72409823484267,,8012.0,3.074443591711435,37.58,-122.04
5.2879,12.0,5.410596026490066,1.0066225165562914,3436.0,3.250709555345317,37.57,-122.04
6.5615,8.0,6.270485859318347,1.0203045685279188,5019.0,3.6395939086294415,37.57,-122.07
5.6758,15.0,6.017804154302671,1.0207715133531157,4576.0,3.394658753709199,37.58,-122.06
6.1047,7.0,5.925431274346132,1.011686143572621,6075.0,3.380634390651085,37.57,
3.5714,5.0,4.6938775510204085,1.2693877551020407,648.0,2.6448979591836737,37.49,-121.93
6.0824,3.0,5.0904467853251,1.0392299309843809,,2.6171449328005814,37.52,-122.07
4.3594,,5.225572979493365,1.0337756332931245,2461.0,2.9686369119420988,37.56,-122.02
5.5737,35.0,5.430379746835443,0.9873417721518988,914.0,,37.56,-122.02
4.8962,31.0,5.390692640692641,1.0432900432900434,2841.0,3.074675324675325,37.56,
4.6978,24.0,5.663313212608987,1.000670690811536,,2.9818913480885314,37.56,-122.03
4.4259,6.0,4.114130434782608,1.0570652173913044,,2.0801630434782608,37.56,-122.01
3.3008,,4.177777777777778,1.0747474747474748,1434.0,2.896969696969697,,-122.01
4.5687,33.0,4.962546816479401,1.0262172284644195,909.0,3.404494382022472,37.55,-122.02
3.8179,24.0,5.115768463073852,0.9680638722554892,,2.343313373253493,37.56,-122.01
,18.0,5.66941297631308,1.035015447991761,2641.0,,37.56,-121.99
4.3393,20.0,5.232388663967611,1.0477732793522267,3288.0,2.662348178137652,37.56,-121.99
4.1387,4.0,4.470167064439141,1.1849642004773269,1606.0,1.9164677804295944,37.55,-121.96
4.8052,13.0,5.032731376975169,1.0287810383747178,4518.0,2.549661399548533,37.56,-121.97
4.6349,31.0,6.052795031055901,,986.0,3.062111801242236,37.54,-121.97
3.168,17.0,4.165820642978003,1.054991539763113,3080.0,2.6057529610829104,37.55,-121.97
3.1326,17.0,3.833457804331591,1.0268857356235996,3386.0,2.5287528005974607,37.54,-121.98
2.9074,16.0,3.492905937992643,1.1024697845507094,4649.0,2.442984760903836,37.55,
8.3996,15.0,7.946778711484594,1.0476190476190477,2412.0,,37.56,-121.94
6.6478,21.0,7.030921052631579,1.013157894736842,4552.0,2.994736842105264,37.55,
,25.0,6.154545454545454,0.8727272727272727,596.0,2.709090909090909,37.54,-121.93
6.2179,27.0,6.905204460966543,0.9776951672862454,1631.0,3.0315985130111525,37.54,-121.94
5.761,33.0,6.891447368421052,1.125,941.0,3.0953947368421053,37.53,-121.94
4.6641,,6.011965811965812,1.1025641025641026,1724.0,2.947008547008547,37.54,-121.95
6.7599,31.0,6.18780487804878,0.9317073170731708,1067.0,2.602439024390244,37.54,
,14.0,4.608303249097473,1.089350180505415,2738.0,2.4711191335740077,37.54,-121.96
4.2955,23.0,4.502032520325203,0.9654471544715448,1278.0,2.597560975609756,37.53,-121.96
4.9615,28.0,5.411009174311927,0.9706422018348624,1538.0,2.8220183486238533,37.53,-121.96
2.6198,18.0,,1.1126279863481228,1252.0,2.136518771331058,37.53,-121.96
4.7135,28.0,4.950749464668094,1.0620985010706638,,2.8779443254817987,37.54,-121.97
4.75,35.0,5.513317191283293,1.0169491525423728,1353.0,3.276029055690073,37.53,-121.97
5.4299,26.0,6.172413793103448,0.9532019704433498,1273.0,3.1354679802955663,37.53,-121.97
4.6,28.0,,1.048148148148148,1610.0,2.9814814814814814,37.53,-121.98
4.1947,26.0,4.974960876369327,1.1001564945226916,2142.0,3.352112676056338,37.53,-121.98
5.388,26.0,5.772277227722772,0.9183168316831684,1285.0,3.18069306930693,37.54,
3.9444,18.0,5.422087745839637,1.0816944024205748,1673.0,,37.54,-121.99
5.3283,28.0,5.903100775193798,0.9825581395348836,1772.0,,37.54,-121.99
4.8403,28.0,5.328918322295806,0.9161147902869756,1106.0,2.4415011037527594,37.55,-121.99
,29.0,5.518024032042724,0.9933244325767692,2023.0,2.7009345794392523,37.54,-122.0
4.9167,,5.963675213675214,1.0576923076923077,1276.0,2.7264957264957266,37.55,-122.01
4.1591,27.0,5.381834215167548,1.101410934744268,3026.0,2.6684303350970016,37.55,-122.0
5.0,32.0,6.511392405063291,1.0278481012658227,1128.0,2.8556962025316457,37.54,
5.8325,26.0,5.350140056022409,1.03921568627451,852.0,,37.54,-122.0
5.7057,,,0.964968152866242,889.0,2.8312101910828025,37.53,-122.01
5.0423,25.0,5.85590465872156,1.017334777898158,2831.0,3.067172264355363,37.53,-121.99
4.5317,,6.135399673735726,1.0163132137030997,1776.0,2.897226753670473,37.52,-121.97
5.4359,25.0,6.613095238095238,1.0138888888888888,1671.0,3.3154761904761907,37.51,-121.97
5.0824,23.0,5.508948545861298,,2530.0,2.829977628635347,37.52,-121.97
5.2308,33.0,5.234600262123198,1.001310615989515,2721.0,3.5661861074705112,37.52,-121.95
4.4107,22.0,5.350828729281768,,3215.0,2.960405156537753,37.51,-121.96
5.2396,26.0,5.737057220708447,1.0095367847411445,2352.0,3.204359673024523,37.52,-121.96
4.7478,27.0,,1.0135416666666666,2855.0,2.973958333333333,37.53,-121.93
8.4045,7.0,7.63523372061605,1.044042150770062,12203.0,3.2972169683869224,37.53,-121.92
9.7194,9.0,8.306260575296108,,1981.0,3.3519458544839256,37.49,-121.89
5.1643,10.0,5.0757162346521145,1.0832196452933152,3571.0,2.4358799454297406,,-121.92
5.3813,23.0,6.924558587479936,1.0850722311396468,1972.0,3.1653290529695024,,-121.92
6.0878,26.0,5.647058823529412,0.9019607843137256,1105.0,3.095238095238096,37.47,-121.92
6.868,13.0,7.075,0.9789473684210528,2759.0,3.6302631578947366,37.47,-121.91
6.992,22.0,6.529202279202279,0.977920227920228,4319.0,3.076210826210826,37.55,-122.03
4.9118,26.0,6.391304347826087,,,3.3064182194616976,37.55,-122.03
4.4357,23.0,6.155339805825243,1.033009708737864,1446.0,2.8077669902912623,37.55,-122.04
4.9464,26.0,5.689655172413793,0.9787798408488064,1285.0,3.408488063660477,37.54,-122.04
5.2882,25.0,5.987197724039829,1.0398293029871977,2568.0,3.6529160739687057,37.54,-122.05
5.1321,23.0,5.160388821385176,1.014580801944107,2357.0,2.863912515188336,37.55,-122.05
3.9667,25.0,5.008988764044944,1.0359550561797752,2998.0,3.368539325842697,37.53,-122.04
3.1696,17.0,4.07,0.97,307.0,3.07,37.5,-122.04
5.0838,,6.116037735849057,1.0075471698113208,3526.0,3.3264150943396227,37.54,-122.06
4.8214,35.0,5.523668639053255,1.014792899408284,1213.0,3.588757396449704,37.54,-122.03
4.1406,6.0,4.566510172143975,1.051643192488263,1911.0,2.990610328638497,37.54,-122.03
3.7364,34.0,4.9593147751606,1.0235546038543897,1524.0,3.26338329764454,37.53,-122.04
,31.0,5.254237288135593,1.11864406779661,719.0,3.046610169491525,37.54,-122.02
5.0739,16.0,5.124137931034483,0.9839080459770116,3038.0,3.491954022988505,37.54,-122.03
,,4.321782178217822,1.0816831683168318,1268.0,3.1386138613861387,37.53,-122.03
6.0667,19.0,6.44851904090268,1.004231311706629,2346.0,3.308885754583921,37.53,-122.01
5.7072,21.0,6.284875183553598,0.9882525697503672,2216.0,3.2540381791483117,37.53,-122.02
4.9867,7.0,4.826747720364741,1.0562310030395137,3223.0,2.4490881458966567,37.51,-122.0
5.1437,4.0,4.96480743691899,,2937.0,1.950199203187251,37.72,-121.92
5.347,22.0,6.751091703056769,1.042212518195051,2302.0,3.3508005822416305,37.72,-121.92
5.7233,25.0,6.523099850968704,0.9955290611028316,,3.03725782414307,37.71,-121.91
4.4697,26.0,5.94392523364486,0.9922118380062306,1935.0,3.014018691588785,37.72,-121.93
4.9107,,6.31981981981982,1.0337837837837838,1453.0,3.2725225225225225,37.72,-121.93
4.2281,26.0,5.990062111801242,1.049689440993789,2288.0,2.8422360248447207,,-121.93
5.0143,15.0,6.67319587628866,1.0587628865979382,2484.0,2.560824742268041,37.71,-121.94
7.2494,6.0,7.60075329566855,,3386.0,3.1883239171374766,37.71,-121.96
5.1406,46.0,6.153846153846154,1.0048076923076923,,2.4615384615384617,37.64,-121.92
8.3337,24.0,7.915,1.06,1081.0,2.7025,37.66,-121.93
7.316,13.0,6.694096601073345,0.992844364937388,1590.0,2.8443649373881934,37.69,-121.92
6.4994,18.0,6.634080717488789,1.019730941704036,3126.0,2.8035874439461885,37.66,-121.9
7.2211,23.0,7.557077625570776,,706.0,,37.68,-121.92
